alpha,Scientific_name,english_name
SQE,Todarodes sagittatus,European flying squid
TFP,Todarodes filippovae,Antarctic flying squid
SQJ,Todarodes pacificus,Japanese flying squid
SQG,Todarodes angolensis,Angolan flying squid
TSQ,Nototodarus sloani,Wellington flying squid
NDG,Nototodarus gouldi,Gould's flying squid
NDH,Nototodarus hawaiiensis,Hawaiian flying squid
NDF,Nototodarus philippinensis,Philippine flying squid
SQS,Martialia hyadesi,Sevenstar flying squid
OMZ,Ommastrephidae,Squids nei
SQU,"Loliginidae, Ommastrephidae",Various squids nei
OIJ,Moroteuthis ingens,Greater hooked squid
UHK,Moroteuthis knipovitchi,Smooth hooked squid
UHN,Moroteuthis lonnbergi,Japanese hooked squid
UHR,Moroteuthis robsoni,Rugose hooked squid
UHB,Moroteuthis robustus,Robust clubhook squid
UHX,Moroteuthis spp,
NHL,Ancistroteuthis lichtensteini,Angel squid
YHB,Onychoteuthis banksi,Common clubhook squid
YHJ,Onychoteuthis borealijaponica,Boreal clubhook squid
ICR,Liocranchia reinhardti,
TWM,Teuthowenia megalops,Atlantic cranch squid
GTH,Galiteuthis armata,Armed cranch squid
EKH,Mesonychoteuthis hamiltoni,Antarctic cranch squid
GGQ,Argonauta argo,Greater argonaut
GFN,Argonauta nodosa,Knobby argonaut
GAX,Argonauta spp,Argonauts nei
TWT,Pareledone turqueti,Turquet's octopus
PRD,Pareledone spp,Antarctic octopuses
LLK,Callistoctopus arakawai,
OKT,Octopus tenuicirrus,
OKE,Octopus tetricus,Gloomy octopus
OKH,Octopus tehuelchus,Tehuelche octopus
OQC,Octopus cyaneus,Big blue octopus
OKJ,Octopus variabilis,Whiparm octopus
OCN,Octopus macropus,White-spotted octopus
OCC,Octopus vulgaris,Common octopus
OTY,Octopus burryi,Brownstriped octopus
OUJ,Octopus aegina,Sandbird octopus
OTQ,Octopus briareus,Caribbean reef octopus
OCQ,Octopus conispadiceus,Chestnut octopus
OQD,Octopus defilippi,Lilliput longarm octopus
OQF,Octopus dolfleini,North Pacific giant octopus
OQU,Octopus dollfusi,Marbled octopus
OQL,Octopus globosus,Globe octopus
OQH,Octopus hummelincki,Bumblebee octopus
OQJ,Octopus joubini,Pygmy octopus
OQB,Octopus lobensis,Lobed octopus
OQY,Octopus maya,Mexican four-eyed octopus
OQR,Octopus membranaceus,Webfoot octopus
OQI,Octopus minor,
OQV,Octopus oliveri,
OQT,Octopus salutii,Spider octopus
OQN,Octopus selene,Moon octopus
OKZ,Octopus zonatus,Atlantic banded octopus
OCZ,Octopus spp,Octopuses nei
EOI,Eledone cirrosa,Horned octopus
EDT,Eledone moschata,Musky octopus
EDY,Eledone massyae,Combed octopus
OCM,Eledone spp,Horned and musky octopuses
YYA,Bathypolypus arcticus,North Atlantic octopus
YYS,Bathypolypus sponsalis,Globose octopus
TLQ,Tetracheledone spinicirrhus,Spiney-horn octopus
BTQ,Benthoctopus januari,January octopus
DTS,Danoctopus schmidti,Dana octopus
EXL,Euaxoctopus pillsburyae,Map octopus
UGU,Scaeurgus unicirrhus,Unihorn octopus
KTI,Cistopus indicus,Old woman octopus
OCJ,Pteroctopus tetracirrhus,Fourhorn octopus
TWP,Adelieledone polymorpha,Antarctic knobbed octopus
TVG,Thaumeledone gunteri,
OCT,Octopodidae,"Octopuses, etc. nei"
KTP,Chiroteuthis picteti,
KTV,Chiroteuthis veranyi,Long-armed squid
HQB,Histioteuthis bonnellii,Umbrella squid
HQC,Histioteuthis corona,
HQL,Histioteuthis dofleini,Flowervase jewell squid
HQG,Histioteuthis elongata,Elongate jewell squid
HQS,Histioteuthis reversa,Reverse jewell squid
FTD,Pholidoteuthis adami,Scaled squid
FTB,Pholidoteuthis boschmai,Coffeebean scaled squid
BJF,Abraliopsis pfefferi,Pfeffer's enope squid
YRM,Pyroteuthis margaritifera,Jewel enope squid
BLK,Abralia andamanika,
BLJ,Abralia veranyi,Verany's enope squid
NKL,Ancistrocheirus lesueuri,Sharpear enope squid
TID,Pterygioteuthis giardi,Roundear enope squid
WTS,Watasenia scintillans,Sparkling enope squid
YTH,Berryteuthis anonychus,Smallfin gonate squid
YTT,Berryteuthis magister,Schoolmaster gonate squid
GTE,Gonatopsis borealis,Boreopacific gonate squid
GTK,Gonatopsis makko,Mako gonate squid
GTI,Gonatus fabricii,Boreoatlantic gonate squid
GTJ,Gonatus madokai,Madokai gonate squid
GTD,Gonatus middendorffi,Shortarm gonate squid
GTY,Gonatus onyx,
GTP,Gonatus steenstrupi,Atlantic gonate squid
GDW,Gonatidae,Gonate squids nei
YHA,Bathyteuthis abyssicola,Deep-sea squid
BQP,Brachioteuthis picta,Ornate arm squid
BQR,Brachioteuthis riisei,Common arm squid
BRC,Brachioteuthis spp,
OKS,Octopoteuthis sicula,Ruppell's octopus squid
NID,Taningia danae,Dana octopus squid
YUR,Thysanoteuthis rhombus,Diamondback squid
PSG,Psychroteuthis glacialis,Glacial squid
LHQ,Alluroteuthis antarcticus,Antarctic neosquid
UHD,Opisthoteuthis depressa,
NUK,Nautilus pompilius,Emperor nautilus
NUX,Nautilus macromphalus,Bellybutton nautilus
RKS,Spirula spirula,Ram's horn squid
YXS,Ctenopteryx sicula,Toothed-fin squid
CYC,Cycloteuthidae,
TUV,Tremoctopus violaceus,Palmate octopus
YHT,Ocythoe tuberculata,Tuberculate octopus
CEP,Cephalopoda,Cephalopods nei
MOF,Mollusca,Freshwater molluscs nei
MOL,Mollusca,Marine molluscs nei
MSH,Ex Mollusca,Marine shells nei
SSL,Eumetopias jubatus,Steller sea lion
SEN,Callorhinus ursinus,Northern fur seal
CSL,Zalophus californianus,California sea lion
ASL,Neophoca cinerea,Australian sea lion
NSL,Phocarctos hookeri,New Zealand sea lion
SEF,Arctocephalus australis,South American fur seal
SGF,Arctocephalus townsendi,Guadalupe fur seal
SEK,Arctocephalus pusillus,South African fur seal
SJF,Arctocephalus philippii,Juan Fernandez fur seal
SGA,Arctocephalus galapagoensis,Galapagos fur seal
SEA,Arctocephalus gazella,Antarctic fur seal
SNZ,Arctocephalus forsteri,New Zealand fur seal
SSF,Arctocephalus tropicalis,Subantarctic fur seal
SEL,Otaria byronia,South American sea lion
WAL,Odobenus rosmarus,Walrus
SMM,Monachus monachus,Mediterranean monk seal
SKC,Monachus tropicalis,Caribbean monk seal
SMH,Monachus schauinslandi,Hawaiian monk seal
SNP,Mirounga angustirostris,Northern elephant seal
SES,Mirounga leonina,Southern elephant seal
SRS,Ommatophoca rossii,Ross seal
SLP,Hydrurga leptonyx,Leopard seal
SEH,Phoca groenlandica,Harp seal
SEC,Phoca vitulina,Harbour seal
SER,Phoca hispida,Ringed seal
SLR,Phoca fasciata,Ribbon seal
SAC,Phoca caspica,Caspian seal
SBK,Phoca sibirica,Baikal seal
SST,Phoca largha,Larga seal
SLW,Leptonychotes weddellii,Weddell seal
SEB,Erignathus barbatus,Bearded seal
SEZ,Cystophora cristata,Hooded seal
SEG,Halichoerus grypus,Grey seal
SET,Lobodon carcinophagus,Crabeater seal
SXX,"Otariidae, Phocidae",Seals nei
OTS,Enhydra lutris,Sea otter
OTM,Lutra felina,Marine otter
BPL,Ursus maritimus,Polar bear
DUG,Dugong dugon,Dugong
WIM,Trichechus manatus,West Indian manatee
SEW,Trichechus inunguis,Amazonian manatee
WAM,Trichechus senegalensis,West African manatee
GNS,Platanista gangetica,Ganges River dolphin
BHU,Platanista minor,Indus River dolphin
BCW,Ziphius cavirostris,Cuvier's beaked whale
BSW,Tasmacetus shepherdi,Sherpherd's beaked whale
BBW,Mesoplodon densirostris,Blainville's beaked whale
BYW,Mesoplodon grayi,Gray's beaked whale
TGW,Mesoplodon ginkgodens,Ginkgo-toothed beaked whale
BHW,Mesoplodon hectori,Hector's beaked whale
BUW,Mesoplodon carlhubbsi,Hubbs' beaked whale
BPW,Mesoplodon peruvianus,Pigmy beaked whale
BWW,Mesoplodon bidens,Sowerby's beaked whale
BGW,Mesoplodon europaeus,Gervais' beaked whale
BTW,Mesoplodon mirus,True's beaked whale
TSW,Mesoplodon layardii,Strap-toothed whale
BDW,Mesoplodon bowdoini,Andrews' beaked whale
BNW,Mesoplodon pacificus,Longman's beaked whale
BJW,Mesoplodon stejnegeri,Stejneger's beaked whale
MEP,Mesoplodon spp,Beaked whales nei
BOW,Hyperoodon ampullatus,Northern bottlenose whale
SRW,Hyperoodon planifrons,Southern bottlenose whale
BAW,Berardius arnuxii,Arnoux's beaked whale
BEW,Berardius bairdii,Baird's beaked whale
SPW,Physeter catodon,Sperm whale
IRD,Orcaella brevirostris,Irrawaddy dolphin
IDB,Orcaella heinsohni,Australian snubfin dolphin
FAW,Pseudorca crassidens,False killer whale
PIW,Globicephala melas,Long-finned pilot whale
SHW,Globicephala macrorhynchus,Short-finned pilot whale
GLO,Globicephala spp,Pilot whales nei
KPW,Feresa attenuata,Pygmy killer whale
DCO,Delphinus delphis,Common dolphin
DCZ,Delphinus capensis,Long-beaked common dolphin
DRR,Grampus griseus,Risso's dolphin
MEW,Peponocephala electra,Melon-headed whale
TUC,Sotalia fluviatilis,Tucuxi
TZG,Sotalia guianensis,Guyana dolphin
DHA,Sousa teuszii,Atlantic hump-backed dolphin
DHI,Sousa chinensis,Indo-Pac. hump-backed dolphin
RTD,Steno bredanensis,Rough-toothed dolphin
KIW,Orcinus orca,Killer whale
RNW,Lissodelphis borealis,Northern right whale dolphin
RSW,Lissodelphis peronii,Southern right whale dolphin
CMD,Cephalorhynchus commersonii,Commerson's dolphin
HVD,Cephalorhynchus heavisidii,Heaviside's dolphin
HCD,Cephalorhynchus hectori,Hector's dolphin
CHD,Cephalorhynchus eutropia,Black dolphin
DWP,Lagenorhynchus obliquidens,Pacific white-sided dolphin
DDU,Lagenorhynchus obscurus,Dusky dolphin
BWD,Lagenorhynchus albirostris,White-beaked dolphin
DWH,Lagenorhynchus acutus,Atlantic white-sided dolphin
HRD,Lagenorhynchus cruciger,Hourglass dolphin
PLD,Lagenorhynchus australis,Peale's dolphin
DBO,Tursiops truncatus,Bottlenose dolphin
DBZ,Tursiops aduncus,Indo-Pacif. bottlenose dolphin
FRD,Lagenodelphis hosei,Fraser's dolphin
DPN,Stenella attenuata,Pantropical spotted dolphin
DSI,Stenella longirostris,Spinner dolphin
DST,Stenella coeruleoalba,Striped dolphin
DSA,Stenella frontalis,Atlantic spotted dolphin
DCL,Stenella clymene,Clymene dolphin
DSP,Stenella spp,Spotted dolphins nei
DLP,Delphinidae,Dolphins nei
SPP,Australophocaena dioptrica,Spectacled porpoise
PHR,Phocoena phocoena,Harbour porpoise
BRP,Phocoena spinipinnis,Burmeister's porpoise
VAQ,Phocoena sinus,Vaquita
PFI,Neophocaena phocaenoides,Finless porpoise
PDA,Phocoenoides dalli,Dall's porpoise
BEL,Delphinapterus leucas,White whale
NAR,Monodon monoceros,Narwhal
PYW,Kogia breviceps,Pygmy sperm whale
DWW,Kogia simus,Dwarf sperm whale
BOT,Inia geoffrensis,Boto
BJI,Lipotes vexillifer,Baiji
FRA,Pontoporia blainvillei,Franciscana
ODN,Odontoceti,Toothed whales nei
MIW,Balaenoptera acutorostrata,Minke whale
BRW,Balaenoptera edeni,Bryde's whale
SIW,Balaenoptera borealis,Sei whale
BLW,Balaenoptera musculus,Blue whale
FIW,Balaenoptera physalus,Fin whale
BFW,Balaenoptera bonaerensis,Antarctic minke whale
HUW,Megaptera novaeangliae,Humpback whale
BAE,Balaenopteridae,Balaenoptid whales nei
EUG,Eubalaena glacialis,Northern right whale
EUA,Eubalaena australis,Southern right whale
BMY,Balaena mysticetus,Bowhead whale
GRW,Eschrichtius robustus,Gray whale
CPM,Caperea marginata,Pygmy right whale
MYS,Mysticeti,Baleen whales nei
MAM,Mammalia,Aquatic mammals nei
FOU,Rana fuscigula,
FOV,Rana vertebralis,
FOY,Rana blythii,
FRH,Rana hexadactyla,Indian green frog
FRM,Rana magna,
FRK,Rana cancrivora,Crab-eating frog
FRT,Rana tigrina,Asiatic bull frog
FOS,Rana crassa,
FOP,Rana cyanophlyctis,Indian skipper frog
FOI,Rana limnocharis,Indian rice frog
FGM,Rana dalmatina,Agile frog
FGK,Rana esculenta,European frog
FGL,Rana lessonae,
FGI,Rana ridibunda,European green frog
FGT,Rana temporaria,Common frog
FGC,Rana graeca,Greek frog
FOE,Rana latastei,
RLG,Rana aurora,Red-legged frog
FOK,Rana catesbeiana,American bull frog
FGY,Rana grylio,Pig frog
FGP,Rana pipiens,Northern leopard frog
FRQ,Rana heckscheri,River frog
FRG,Rana spp,Frogs
KUO,Conraua goliath,
YXD,Pyxicephalus adspersus,African bull frog
XUM,Xenopus muelleri,
XUL,Xenopus laevis,African clawed frog
YUC,Leptodactylus ocellatus,
YUE,Leptodactylus pentadactylus,
CVC,Caudiverbera caudiverbera,Chilean frog
FQC,Telmatobius culeus,
GFO,Glyphoglossus molossus,
DKK,Dermochelys coriacea,Leatherback turtle
AYK,Trachemys scripta,Common slider
AYW,Malaclemys terrapin,Diamondback terrapins
TTG,Malaclemys spp,Diamond back terrapins
LKY,Lepidochelys kempii,Kemp's ridley turtle
LKV,Lepidochelys olivacea,Olive ridley turtle
FBT,Natator depressus,Flatback turtle
KEZ,Chelonia agassizii,Eastern Pacific green turtle
TUG,Chelonia mydas,Green turtle
TTH,Eretmochelys imbricata,Hawksbill turtle
TTL,Caretta caretta,Loggerhead turtle
TTS,Trionyx sinensis,Soft-shell turtle
TUL,Testudinata,River and lake turtles nei
TTX,Testudinata,Marine turtles nei
AJK,Astrotia stokesii,Stokes' sea snake
EHQ,Enhydrina schistosa,Beaked sea snake
YDK,Hydrophis cyanocinctus,Annulated sea snake
LKZ,Lapemis curtus,Short sea snake
MFW,Microcephalophis gracilis,Small-headed sea snake
EPX,Pelamis platurus,Pelagic sea snake
PKX,Praescutata viperina,Viperine sea snake
LKF,Laticauda semifasciata,Erabu sea snake
IMO,Caiman latirostris,Broad-nosed caiman
IMY,Caiman yacare,Paraguayan caiman
CAI,Caiman crocodilus,Spectacled caiman
AGM,Alligator mississippiensis,American alligator
GTW,Alligator sinensis,Chinese alligator
CDP,Crocodylus porosus,Estuarine crocodile
CDS,Crocodylus siamensis,Siamese crocodile
CRH,Crocodylus johnstoni,Australian crocodile
CRI,Crocodylus niloticus,Nile crocodile
CNG,Crocodylus novaeguineae,New Guinea crocodile
CMB,Crocodylus rhombifer,Cuban crocodile
CME,Crocodylus moreletii,Morelet's crocodile
YUU,Crocodylus acutus,American crocodile
YUK,Crocodylus cataphractus,Slender-snouted crocodile
YUN,Crocodylus intermedius,Orinoco crocodile
YUQ,Crocodylus mindorensis,Philippine crocodile
KKU,Crocodylus palustris,Mugger crocodile
OSW,Osteolaemus tetraspis,African dwarf crocodile
GHF,Tomistoma schlegelii,False gharial
GVG,Gavialis gangeticus,Gharial
MHW,Melanosuchus niger,Black caiman
UCB,Paleosuchus palpebrosus,Cuvier's Dwarf caiman
UCI,Paleosuchus trigonatus,Smooth-fronted caiman
CRO,Crocodylidae,Crocodiles and alligators nei
PHU,Phoebetria fusca,Sooty albatross
PHE,Phoebetria palpebrata,Light-mantled sooty albatross
DAM,Diomedea amsterdamensis,Amsterdam Island albatross
DIP,Diomedea epomophora,Southern royal albatross
DIX,Diomedea exulans,Wandering albatross
DIW,Diomedea gibsoni,Gibson's albatross
DIQ,Diomedea sanfordi,Northern royal albatross
DQS,Diomedea antipodensis,Antipodean albatross
DBN,Diomedea dabbenena,Tristan albatross
DIZ,Phoebastria immutabilis,Laysan albatross
DKN,Phoebastria nigripes,Black-footed albatross
DPK,Phoebastria irrorata,Waved albatross
TQH,Thalassarche carteri,Indian yellow-nosed albatross
TQW,Thalassarche impavida,Campbell albatross
DIM,Thalassarche melanophrys,Black-browed albatross
DIB,Thalassarche bulleri,Buller's albatross
DCU,Thalassarche cauta,Shy albatross
DCR,Thalassarche chlororhynchos,Atlant. yellow-nosed albatross
DIC,Thalassarche chrysostoma,Grey-headed albatross
DER,Thalassarche eremita,Chatham Islands albatross
DKS,Thalassarche salvini,Salvin's albatross
TWD,Thalassarche steadi,White-capped albatross
ALZ,Diomedeidae,Albatrosses nei
PFC,Puffinus carneipes,Flesh-footed shearwater
PUC,Puffinus creatopus,Pink-footed shearwater
PUG,Puffinus gravis,Great shearwater
PFG,Puffinus griseus,Sooty shearwater
PFT,Puffinus tenuirostris,Short-tailed shearwater
PFJ,Puffinus gavia,Fluttering shearwater
PFQ,Puffinus huttoni,Huttons shearwater
PFZ,Puffinus pacificus,Wedge-tailed shearwater
PQW,Puffinus spp,Shearwaters nei
PRO,Procellaria aequinoctialis,White-chinned petrel
PCI,Procellaria cinerea,Grey petrel
PRK,Procellaria parkinsoni,Parkinson's petrel
PCW,Procellaria westlandica,Westland petrel
PCN,Procellaria conspicillata,Spectacled petrel
PTZ,Procellaria spp,Petrels nei
PDM,Pterodroma macroptera,Great-winged petrel
PVB,Pterodroma brevirostris,Kerguelen petrel
PWL,Pterodroma lessonii,White-headed petrel
PWU,Pterodroma cervicalis,White-necked petrel
PWA,Pterodroma leucoptera,Coulds petrel
PWO,Pterodroma solandri,Providence petrel
PVH,Pterodroma inexpectata,Mottled petrel
TAA,Thalassoica antarctica,Antarctic petrel
MAI,Macronectes giganteus,Antarctic giant petrel
MAH,Macronectes halli,Hall's giant petrel
MBX,Macronectes spp,Giant petrels nei
FUG,Fulmarus glacialoides,Southern fulmar
CDI,Calonectris diomedea,Cory's shearwater
DAC,Daption capense,Cape petrel
PWD,Pachyptila desolata,Antarctic prion
PWV,Pachyptila turtur,Fairy prion
PWX,Pachyptila spp,Prions nei
PWP,Pagodroma nivea,Lesser snow petrel
PWZ,Pagodroma confusa,Greater snow petrel
PWW,Pagodroma spp,Snow petrels nei
HBE,Halobaena caerulea,Blue petrel
WTP,Pseudobulweria rostrata,Tahiti petrel
PRX,Procellariidae,Petrels and shearwaters nei
OCO,Oceanites oceanicus,Wilson's storm petrel
FGQ,Fregetta tropica,Black-bellied storm petrel
FGZ,Fregetta spp,B/W bellied storm petrels nei
WFS,Pelagodroma marina,White-faced storm petrel
CSK,Catharacta skua,Great skua
CAM,Catharacta maccormicki,South polar skua
CAQ,Catharacta lonnbergi,Brown skua
CTH,Catharacta chilensis,Chilean skua
SVI,Sterna vittata,Antarctic tern
SVB,Sterna bergii,Great crested tern
SVJ,Sterna fuscata,Sooty tern
SVZ,Sterna spp,Terns nei
LDO,Larus dominicanus,Kelp gull
LHW,Larus novaehollandiae,Silver gull
LHX,Larus spp,Seagulls nei
LRD,Laridae,
PYD,Pygoscelis adeliae,Adelie penguin
PYN,Pygoscelis antarctica,Chinstrap penguin
PYP,Pygoscelis papua,Gentoo penguin
EUC,Eudyptes chrysolophus,Macaroni penguin
EVQ,Eudyptes chrysocome,Rockhopper penguin
KPY,Aptenodytes patagonicus,King penguin
PVF,Spheniscidae,Penguins nei
SWS,Chionis alba,Snowy sheathbill
ISQ,Phalacrocorax atriceps,Imperial shag
MVR,Morus serrator,Australian gannet
DSQ,Sula dactylatra,Masked booby
SZV,Sulidae,Boobies and gannets nei
QDP,Pelecanoides georgicus,South Georgia diving petrel
HGQ,Hippospongia communis,Honey comb
HGH,Hippospongia lachne,Sheepswool sponge
HVX,Hippospongia spp,
QGA,Spongia agaricina,Elephant ear
QGB,Spongia barbara,Yellow sponge
QGG,Spongia graminea,Glove sponge
QGO,Spongia officinalis,Greek bathing sponge
QGT,Spongia tubilifera,Reef sponge
QGN,Spongia nitens,Shiny sponge
QGZ,Spongia zimocca,Leather sponge
QGX,Spongia spp,
SPO,Spongidae,Sponges
MHF,Millepora platyphylla,Wello fire coral
AQE,Aequorea aequorea,
AXT,Stylasteridae,Hydrocorals
HQZ,Hydrozoa,Hydrozoans
AJQ,Aurelia aurita,Common jellyfish
MFX,Stomolophus meleagris,Cannonball jellyfish
MHX,Stomolophus nomurai,
CWY,Chrysaora hysoscella,
RQU,Rhopilema esculenta,
RQO,Rhopilema nomadica,
RQS,Rhopilema asamushi,
RQI,Rhopilema hispidum,
JEL,Rhopilema spp,Jellyfishes
COL,Corallium rubrum,Sardinia coral
COJ,Corallium japonicum,Aka coral
CEL,Corallium elatius,"Momo, boke magai, misu coral"
COK,Corallium konojoi,"Shiro, white coral"
CSE,Corallium secundum,Angel skin coral
COG,Corallium regale,Garnet coral
CDE,Corallium sp. nov.,Midway deep-sea coral
COR,Corallium spp,Precious corals nei
KQF,Acropora palifera,Catch bowl coral
KQO,Acropora florida,Branch coral
KQM,Acropora formosa,Staghorn coral
KQH,Acropora humilis,Finger coral
KQY,Acropora hyacinthus,Brush coral
KQN,Actinia equina,Beadlet anemone
KJC,Actinia cari,Girdle anemone
NOW,Anemonia sulcata,Snakelocks anemone
KYU,Condylactis aurantiaca,Golden anemone
GQP,Gardinoseris planulata,Ice-cube tray coral
LXP,Leptoseris papyracea,Leaf coral
PVS,Pavona clavus,Shoulderblade coral
PVN,Pavona gigantea,Pillar coral
PVT,Pavona decussata,Cactus coral
PVW,Pavona varians,Fungus coral
EHW,Euphyllia glabrescens,Brain trumpet coral
FVF,Favia favus,Head coral
YCG,Cycloseris elegans,Curved mushroom coral
DSS,Diaseris distorta,Distorted mushroom coral
FJP,Fungia paumotensis,Elongate mushroom coral
FJF,Fungia fungites,Common mushroom coral
FJE,Fungia echinata,Rough feather coral
FJD,Fungia danai,Spiny mushroom coral
HQQ,Halomitra pileus,Bowl coral
YYT,Polyphyllia talpina,Feather coral
HKQ,Heliopora coerulea,Blue coral
